permit_number,supervisor,contractor_id,contractor_phone,district_name,governorate_name,location,supervisor_entered_by_inspector,violation_status_ar,violation_name,violation_code,media_count,ַ׃ד ַבדÞַזב
NULL,No data,7001554067,569092936,ÚֿםַָÊ,ַבֽׁםÞ,"[{""latitude"":24.757430691966952,""longitude"":46.694182894142216}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.81854251710554,""longitude"":46.591477606278715}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.711102322934536,""longitude"":46.672569926312065}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.711102322934536,""longitude"":46.672569926312065}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד הÙַÝֹ דזÞÚ ַבÚדב ֳֻהֱַ ַבÚדב זָÚֿ ַבַהÊוֱַ דהו, 3/26 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80086272229955,""longitude"":46.65893512109375}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80086272229955,""longitude"":46.65893512109375}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.77904470882648,""longitude"":46.65687518457031}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,׃בַד,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.77904470882648,""longitude"":46.65687518457031}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.725626331218354,""longitude"":46.67129474023437}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.826021028390777,""longitude"":46.61001703498965}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.76867330124815,""longitude"":46.713522097860334}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.76867330124815,""longitude"":46.713522097860334}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ÊזÝׁ בזֹֽ בָםַהַÊ ַבÊױׁםֽ ַבהÙַדםֹ (ÊÝַױםב ַבׁ־ױֹ בבדװׁזÚ - ַ׃ד ַבדÞַזב - דֹֿ ַבדװׁזÚ), 3/57 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.83412616640373,""longitude"":46.799064448867796}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ בזַֽÊ Êֽדב ַ׃ד דַבß ַבÚדב זַ׃ד ַבַ׃Êװַׁם ַבדװׁÝ זַ׃ד ַבדÞַזב (בßב דזÞÚ), 3/10 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.82664814453523,""longitude"":46.79769115785217}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.789642508909125,""longitude"":46.61910968164062}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
105165,ַבַÊױַבַÊ ַב׃Úזֿםֹ,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.867665,""longitude"":46.6180322}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.712973611218175,""longitude"":46.678063090374565}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ױםַהֹ ַב׃םַּ ֳז ַבבזַֽÊ ַבֵׁװַֿםֹ ֳז ַבÊֽ׀םׁםֹ Úהֿ דה״Þֹ ַבÚדב (בßב דזÞÚ), 3/9 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.712973611218175,""longitude"":46.678063090374565}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.78051883159401,""longitude"":46.609151980672834}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ׁדם ד־בÝַÊ ַבֽÝׁ ַָּהָ ַבדװׁזÚ ַֻהֱַ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ, 3/51 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.78051883159401,""longitude"":46.609151980672834}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.78051883159401,""longitude"":46.609151980672834}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ױםַהֹ ַב׃םַּ ֳז ַבבזַֽÊ ַבֵׁװַֿםֹ ֳז ַבÊֽ׀םׁםֹ Úהֿ דה״Þֹ ַבÚדב (בßב דזÞÚ), 3/9 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.78051883159401,""longitude"":46.609151980672834}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.79712276395499,""longitude"":46.62391620019531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.79712276395499,""longitude"":46.62391620019531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.79712276395499,""longitude"":46.62391620019531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.79712276395499,""longitude"":46.62391620019531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ױםַהֹ ַב׃םַּ ֳז ַבבזַֽÊ ַבֵׁװַֿםֹ ֳז ַבÊֽ׀םׁםֹ Úהֿ דה״Þֹ ַבÚדב (בßב דזÞÚ), 3/9 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.840353579467624,""longitude"":46.62786981819278}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ױםַהֹ ַב׃םַּ ֳז ַבבזַֽÊ ַבֵׁװַֿםֹ ֳז ַבÊֽ׀םׁםֹ Úהֿ דה״Þֹ ַבÚדב (בßב דזÞÚ), 3/9 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.840353579467624,""longitude"":46.62786981819278}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.840353579467624,""longitude"":46.62786981819278}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.840353579467624,""longitude"":46.62786981819278}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.766161033118525,""longitude"":46.64314270019531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.766161033118525,""longitude"":46.64314270019531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.704875038605348,""longitude"":46.697387300963385}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.71190429211485,""longitude"":46.77429156640625}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.81983671474992,""longitude"":46.64441518690052}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.844694917845302,""longitude"":46.60217239609534}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.844694917845302,""longitude"":46.60217239609534}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ױםַהֹ ַב׃םַּ ֳז ַבבזַֽÊ ַבֵׁװַֿםֹ ֳז ַבÊֽ׀םׁםֹ Úהֿ דה״Þֹ ַבÚדב (בßב דזÞÚ), 3/9 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.832923676432443,""longitude"":46.63754873182239}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד הÙַÝֹ דזÞÚ ַבÚדב ֳֻהֱַ ַבÚדב זָÚֿ ַבַהÊוֱַ דהו, 3/26 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.832923676432443,""longitude"":46.63754873182239}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.72313152754935,""longitude"":46.77223162988281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.72313152754935,""longitude"":46.77223162988281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Þ״Ú ״ָÞַÊ ַבַ׃ÝבÊ זַבֳ׃ַ׃ ַבּֽׁם ֽ׃ָ ַב״ׁםÞֹ ַבÝהםֹ ַבÊם Êֽֿֿוַ ַבּוֹ ַבד־Êױֹ, 3/5 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80799493899408,""longitude"":46.75427846815052}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80799493899408,""longitude"":46.75427846815052}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80799493899408,""longitude"":46.75427846815052}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80799493899408,""longitude"":46.75427846815052}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.779875928858452,""longitude"":46.56921341172034}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.816720567686506,""longitude"":46.59909658338489}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ױםַהֹ ַב׃םַּ ֳז ַבבזַֽÊ ַבֵׁװַֿםֹ ֳז ַבÊֽ׀םׁםֹ Úהֿ דה״Þֹ ַבÚדב (בßב דזÞÚ), 3/9 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.816720567686506,""longitude"":46.59909658338489}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ׁדם ד־בÝַÊ ַבֽÝׁ ַָּהָ ַבדװׁזÚ ַֻהֱַ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ, 3/51 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.76491288835787,""longitude"":46.57195999375159}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.801693796154172,""longitude"":46.59118606797034}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
